"id","idQuiz","question","explanation"
108,0,"Un nouveau style de vidéos, fait fantasmer les hommes américains, lesquelles ?","En effet, le cranking plaît aux hommes américains! On peut voir des vidéos de femmes en talons caressant les pédales de camions."
109,0,"A quel âge en moyenne, une fille passe à l'acte?","Un garçon passe en moyenne aussi à l'acte vers 17 ans. Il n'y a presque plus de différence entre homme et femme!"
110,0,"Qu'est ce que le priapisme ?","Une érection prolongée peut durer des heures et être très douloureuse pour l'homme. Il faut aller aux urgences quand l'érection dure plus de 3 heures!"
111,0,"La soirée Démonia, qui se déroule 1 fois par an à Paris, réunit :","Cette soirée réunit tous les fans de domination,de bondages et d'accessoires en tout genre!"
112,0,"Dans la série Sex & the City, Samantha adore son sextoy, mais que représente-t-il ?","En effet, Samantha et ses copines utilisaient le maggic rabbit, un lapin vibromasseur! Tout le monde a voulu en avoir un après la diffusion de l'épisode."
113,0,"Le point G de la femme se trouve :","En général, il est situé à environ 3 à 5 cm de l’entrée de la vulve, entre l’os du pubis et le col de l’utérus. "
114,0,"Selon vous, quel est le pourcentage de femme à se masturber régulièrement ?","Les femmes avouent enfin qu'elles aussi se masturbent!"
115,0,"Une fellation est une stimulation du pénis par un mouvement de va-et-vient dans la bouche.","Une fellation mime un rapport sexuel de pénétration. Il s’agit donc d’introduire le pénis de son partenaire dans sa bouche et de reproduire ces mouvements."
116,0,"La partie la plus sensible du pénis est le gland :","Le gland est la partie hypersensible du pénis! A vous  de jouer mesdames..."
117,0,"Quel est le fantasme n°1 des hommes ?","La fellation est le n°1 des fantasmes masculins, mais il est suivi de près par faire l'amour à trois!"
118,0,"Fantasmer, signifie avoir un problème sexuel :","Pas du tout, fantasmer est un signe de bonne santé sexuelle! Au contraire, il faut s'inquiéter si vous ne fantasmez jamais!"
119,0,"Combien de femmes ont déjà pratiqué la sodomie ?","Eh oui, la pénétration anale est encore loin d'appartenir au répertoire sexuel ordinaire ! La sodomie reste une pratique plus occasionnelle que régulière : entre 25 et 49 ans, les femmes sont seulement 12%* à dire qu'elles la pratiquent souvent ou parfois."
120,0,"Le contact oral/anal s'appelle :","C'est une sensation qui provoque beaucoup de plaisir, mais il faut être très complice et intime avec son partenaire!"
121,0,"Que signifie fist-fucking ?","Les homosexuels pratiquent beaucoup plus le fist-fucking! Il faut prendre des précautions, car l'introduction de la main peut provoquer des lésions légères comme graves."
122,0,"Il ne faut absolument pas utiliser de lubrifiant pour la pénétration anale car cela comporte trop de risques d'infection","L'anus ne se lubrifie pas tout seul, il faut donc utiliser un lubrifiant pour faciliter la pénétration! A vous de choisir par la suite, celui que vous préférez."
123,0,"Le sphincter anal se dilate naturellement avec l'excitation :","Le sphincter ne peut se dilater seul, il faut l'aider en faisant de bonnes préliminaires! N'hésitez pas utiliser sextoy et lubrifiant, pour une meilleure sodomie!"
124,0,"Quel est le nom de l'hormone du désir ?","L'hormone du désir, la testostérone, est la même chez l'homme et la femme. La femme en produit beaucoup moins, mais elle y est plus sensible."
125,0,"Il est obligatoire de prendre des médicaments pour augmenter sa testostérone :","Pour augmenter sa libido, donc sa testostérone, de simples paroles érotiques suffisent! En effet fantasmer fait augmenter notre taux de testostérone"
126,0,"A quel moment, la femme a le plus envie de faire l'amour ?","Pendant l'ovulation, la femme a beaucoup plus de désir et cela est du à l'augmentation de ses hormones!"
127,0,"Quel sens peut, à lui seul, déclencher le désir chez l'homme, mais pas chez la femme ?","Un homme peut avoir envie rien qu'en regardant une belle femme. Cependant la femme a besoin de plus de facteurs, notamment psychologiques, pour avoir envie de faire l'amour."
128,0,"Une femme peut sécréter une hormone anti-désir sexuel :","Eh oui, les femmes peuvent suite à un accouchement sécréter l'hormone prolactine. Cette hormone déclenche les montées de lait et coupe le désir des femmes."
129,0,"A quel âge une femme atteint la maturité sexuelle ?","35 ans est l'âge du désir sexuel chez la femme, il est plus jeune chez l'homme. Certaines femmes disent ne pas connaître le bonheur sexuel avant cet âge!"
130,0,"Les saisons ont elles une influence sur le désir sexuel ?","Eh oui, les femmes ressentent plus de désirs au printemps. Elles ont un taux d'hormones plus important."
131,0,"Lequel de ces aliments est connu pour ses vertus aphrodisiaques ?","En effet, les huîtres sont riches en zinc, un élément indispensable à la fabrication de testostérone, l'hormone du désir !"
132,0,"Il existe un viagra féminin :","Aucun équivalent du viagra pour les femmes! Seul le désir compte, à vous de jouer messieurs..."
133,0,"Quelle maladie peut avoir un impact sur le désir sexuel ?","Toutes les maladies qui ont un impact sur les hormones, ont par conséquent un impact sur la libido."
134,0,"Certaines personnes n'ont aucun désir sexuel, qui sont-elles ?","Il existe 2 catégories d'asexuels : ceux qui n'éprouvent réellement aucune pulsion sexuelle et ceux qui refoulent volontairement leurs pulsions. Les asexuels sont très peu nombreux et on le comprend!"
135,0,"Si le vagin d'une femme ne se lubrifie pas naturellement, c'est qu'elle n'éprouve aucun désir :","En général, il est vrai que le vagin se lubrifie naturellement, mais parfois à cause d'une déprime, d'un stress, cela ne se produit pas même si l'envie est là!"
136,0,"En moyenne, quelle est la taille du clitoris ?","C'est un organe tout petit, mais très important. La taille ne fait pas le plaisir."
137,0,"Lequel de ces termes ne désigne pas une partie du clitoris ?","La partie visible du clitoris est composée d’un capuchon qui recouvre en partie un petit gland, composé de corps caverneux et spongieux qui se gorgent de sang pendant l’excitation. Le clitoris se prolonge à l’intérieur du corps par deux racines d’environ 10 centimètres."
138,0,"Quelle est la partie du clitoris la plus sensible ?","Les fibres nerveuses se situent sur le gland. C'est donc sur cette partie qu'il faut concentrer son attention, sauf pour certaines femmes hypersensibles, qui supportent difficilement que le petit gland soit caressé directement et préfèrent que les caresses se fassent dans l’immédiat alentour du clitoris."
139,0,"Combien de capteurs de plaisirs compte le clitoris ?","Environ 8 000 fibres nerveuses, véritables capteurs de plaisir, connectées à notre cerveau constituent le clitoris, qui ne représente que 1/10 000 de la surface du corps de la femme. C’est la partie la plus sensible du corps d'une femme. A titre indicatif, le pénis en compte entre 3000 et 4000."
140,0,"Quelle est la proportion de femmes qui disent avoir besoin d’une stimulation clitoridienne pour jouir ?","L'orgasme par stimulation uniquement vaginale reste plus rare. Ne vous inquiétez donc pas si, comme 80% des femmes, vous avez besoin de caresses clitoridiennes pour atteindre l'extase, vous êtes normale !"
141,0,"Est-il possible d’avoir plusieurs orgasmes clitoridiens à la suite ?","En théorie, le sexe féminin n’est pas comme le pénis, qui est soumis à une période réfractaire, c’est-à-dire de récupération après l’éjaculation. Dans la pratique, seules 13% des femmes se disent multiorgasmiques."
142,0,"En France, on dit que la masturbation rend sourd, aux États-Unis, on dit qu’elle rend :","En effet, les idées reçues sur la masturbation sont nombreuses. Ce genre de croyance a été inventé pour empêcher cette pratique autrefois très mal vue."
143,0,"La zone érogène la plus sensible chez l'homme est :","La verge, et plus particulièrement le gland, constitue l'unique zone érogène primaire de l'homme. Une zone érogène primaire est une zone qui, une fois stimulée, déclenche une réaction en chaîne pouvant aboutir à l'orgasme. 
Plus précisément, il s'agit ici de la couronne du gland et du frein, zone où la peau se transforme en muqueuse."
144,0,"Les hommes aiment qu'on stimule leur pénis juste après l'éjaculation :","Juste après l'éjaculation, l'érection du pénis diminue très rapidement et celui-ci a avant tout besoin de repos ! C'est ce qu'on appelle la période réfractaire. Ainsi, toute caresse devient désagréable durant quelques minutes, alors abstenez-vous ! Il s'agit d'un réflexe biologique auquel votre homme ne peut rien..."
145,0,"Quand il y a éjaculation, il y a forcément orgasme, et vice versa ","Eh non ! Chez l'homme, orgasme et éjaculation peuvent être complètement déconnectés. Éjaculation ne signifie pas automatiquement jouissance ! Un homme peut éjaculer sans ressentir de plaisir. Il peut même simuler. Oui, mesdames. 
Il peut aussi avoir beaucoup de plaisir et même des orgasmes sans éjaculer... "
146,0,"Les zones érogènes secondaires de l'homme se situent :","Les mauvaises langues diront que seule la verge est érogène chez l'homme, mais il n'en est rien ! Les zones érogènes secondaires sont réparties sur toute la surface du corps. Stimulées, elles déclenchent l'excitation des zones érogènes primaires. 
Bien sûr, il y a les testicules, le périnée et les environs de l'anus, mais ce n'est pas tout. Le visage, le cou, la nuque, les aisselles, les mamelons, le ventre, les fesses, l'intérieur des cuisses... Toutes ces parties du corps peuvent, lorsqu'elles sont caressées, embrassées ou massées provoquer les plus agréables des sensations. 
L'originalité, c'est que chaque homme a en plus une zone érogène secrète qui est particulièrement réactive. Cependant, ce qui plaît à l'un ne fait pas forcément le bonheur de l'autre... "
147,0,"Laquelle de ces zones est la plus réactive aux caresses chez un homme ?","Tout homme apprécie qu'on lui caresse la zone située entre le nombril et le pubis. La stimulation de cette partie envoie des signaux particuliers au cerveau, qui peuvent plonger votre partenaire dans un intense état de jouissance. Pour ce faire, placez le bord de votre main à l'horizontale en dessous de son ventre, puis glissez votre main jusqu'à la base de son pénis, de haut en bas."
148,0,"Une éjaculation n'est jamais douloureuse :","L'éjaculation n'est pas toujours une partie de plaisir. L'homme peut ressentir des douleurs au niveau du bassin, de l'urètre ou de l'anus. Les responsables : une infection de la prostate ou un rétrécissement de l'urètre qui empêche le sperme de s'écouler normalement. Il faut alors consulter au plus vite."
149,0,"La méthode du start and stop est un moyen de retarder l'éjaculation de l'homme. En quoi consiste-t-elle ?","Il y a divers moyens de retarder l'éjaculation. La méthode américaine du start and stop consiste, pour la femme, à exciter son partenaire progressivement, tout en restant à son écoute afin qu'il n'atteigne pas le point de non-retour. 
A la demande de l'homme, elle arrête les stimuli et exerce une pression sur le frein du pénis, jusqu'à ce que l'imminence de l'éjaculation ait disparu."
150,0,"Le terme orgasme vient du grec orgân. Que signifie ce mot ?","Les dictionnaires définissent encore l’orgasme comme au temps d’Hippocrate : le plus haut point d’excitation sexuelle. 
Mais l’orgasme est une réaction très complexe qui n’inclut pas seulement des réactions corporelles, mais aussi tout ce qui touche à notre psychisme, ce qui fait dire à certains spécialistes que l’orgasme est avant tout une expérience du cerveau !"
151,0,"Quel est le nom savant de l'absence d'orgasme ?","La cause peut être physique ou psychologique. Cela peut également venir d’un partenaire décevant !
Une femme anorgasmique ne parvient pas à l'orgasme, mais elle peut cependant avoir beaucoup de désir ou une grande excitation pendant l’acte sexuel. 
Alors que l’anaphrodisie (ou frigidité) concerne les femmes qui ne ressentent aucun sentiment de désir."
152,0,"Pour atteindre l’orgasme à coup sûr, les sexologues conseillent souvent de :","Il a été prouvé que gémir et crier favorise l’excitation et amplifie le plaisir, alors que le silence le bloque. L'explication est avant tout psychologique : en exprimant son désir et sa jouissance, on se met dans l'ambiance, on s'abandonne."
153,0,"Avoir un orgasme, en termes de calories éliminées, équivaut à :","Eh oui, le sexe c’est du sport ! On ne vous répétera jamais assez que c’est bon pour le moral et la santé. 
Avec un orgasme, vous dépensez l'équivalent d'un macaron.
Il est important, cela dit, de noter que la simulation de l’orgasme peut faire monter la dépense énergétique jusqu’à 315 calories (on se dépense plus quand on joue la comédie !)."
154,0,"Un homme peut jouir sans éjaculer. Quelle en est la cause ?","De manière physiologique, l'orgasme et l'éjaculation sont habituellement liés. 
Malgré tout, si l’homme parvient à les dissocier, il pourra alors ressentir un orgasme sans éjaculer. 
Mais cette technique extrêmement difficile à pratiquer nécessite une connaissance très particulière de son corps et un entraînement de longue haleine.
Dans le cas des éjaculateurs précoces, il est également possible que le contraire se produise : un homme peut éjaculer sans avoir d’orgasme."
155,0,"Combien de femmes en moyenne ont déjà simulé l’orgasme ?","Et oui !!! Et encore, ce chiffre varie selon les sondages ! 
Parmi les raisons qui poussent les femmes à simuler, on retrouve : l’envie de faire plaisir à son partenaire, l’envie de finir vite ou encore l’ennui pendant l’acte sexuel !"
156,0,"L’éjaculation féminine concerne :","Mais bien souvent, le liquide sécrété est insuffisant pour être perçu. Ce liquide est émis par l’urètre de la femme au moment de l’orgasme, et la quantité émise peut varier de 5 à 200 ml !"
157,0,"Une femme peut améliorer son orgasme en musclant :","Aussi appelé muscle du bonheur, le périnée tient un rôle très important lors de l’orgasme. Il exerce des pressions rythmées sur le pénis qui répond en palpitant. 
Pour le muscler : effectuez de petites contractions régulières (comme si vous aviez envie de faire pipi et que vous vous reteniez !), 10 fois de suite, au moins une fois par jour."
158,0,"Les peuvent peuvent avoir souvent un orgasme en :","Dans l'étude de Kinsey (1953), 70% des femmes déclarent avoir fréquemment des rêves sexuels et 40% des orgasmes nocturnes. 
Ces orgasmes peuvent être déclenchés par des rêves érotiques ou par… une vessie trop pleine ! 
En faisant pression sur les organes génitaux, l’afflux sanguin génère une excitation locale. 
Les hommes comme les femmes peuvent avoir un orgasme en dormant."
159,0,"Les femmes peuvent avoir des orgasmes jusqu’à :","Il n'y a pas d'âge pour le plaisir ! Mais il faut savoir qu'après 50 ans, l'orgasme est en général moins fort, car les contractions musculaires qui l'accompagnent sont moins intenses, du fait d'une diminution du tonus musculaire. 
Mais on assiste actuellement à un allongement de l’activité sexuelle. 
En 2006, selon une étude de l’Inserm, les femmes entre 50 et 70 ans déclaraient avoir en moyenne 7,3 rapports sexuels par mois."
160,0,"Toutes les femmes ont un point G.","Quelques rares études scientifiques ont prouvé que toutes les femmes en sont pourvues. Si elles n'en ont pas forcément conscience, c'est parce que pour beaucoup d'entre elles, il n'est pas éveillé, faute de stimulation."
161,0,"Le point G tire son nom du médecin qui l'a découvert. Comment s'appelait-il?","Découvert en Occident en 1944 par le Docteur Grafenberg, un médecin allemand, le point G était déjà connu des Orientaux depuis des millénaires. Japonais, Thaïlandais et Chinois l'appelaient la perle noire."
162,0,"Lorsqu'il est stimulé, le point G est gros comme une pièce de :","Lorsque l'on titille le point G, il gonfle et se met à palpiter. A noter que la taille du point G varie d'une femme à l'autre, mais en moyenne, il est gros comme une pièce de 2 euros !"
163,0,"Au toucher, la surface du point G est :","Le point G est une zone rugueuse, constituée de petits plis parallèles, qui durcit lorsqu'on la touche longuement."
164,0,"Pendant un câlin, le meilleur moment pour stimuler le point G, c'est :","Pratiquée trop tôt, la stimulation du point G peut être agaçante pour la femme voire carrément désagréable. Mieux vaut le titiller une fois l'orgasme clitoridien passé, le point G est alors déjà bien gonflé."
165,0,"Quelle est la position la plus efficace pour stimuler le point G pendant la pénétration ?","Dans la position de la levrette, l'axe de pénétration du pénis aboutit sur la face antérieur du vagin, celle où se situe le point G. L'andromaque peut également favoriser la stimulation de cette zone érogène, à condition que la femme se penche en arrière. Quant au missionnaire, il peut être favorable au déclenchement d'un orgasme si la femme lève ses jambes en l'air. C'est sportif !"
166,0,"L'orgasme vaginal, obtenu après stimulation du point G, est semblable à l'orgasme clitoridien.","Ce ne sont pas du tout les mêmes contractions qui se produisent. Au cours d'un orgasme clitoridien, le haut du vagin se dilate tandis que le bas se rétrécit. Au cours d'un orgasme vaginal, c'est le contraire : le haut se resserre, le bas se dilate. Côté sensations, c'est également différent. On dit que l'orgasme vaginal est plus puissant et plus intense, mais certains spécialistes réfutent cette idée qui culpabilise les femmes clitoridiennes."
167,0,"Après stimulation du point G, les femmes aussi peuvent éjaculer.","Au moment de l'orgasme, il arrive qu'un liquide incolore s'échappe du vagin. Il ne s'agit pas d'urine mais d'un fluide sécrété par les glandes de Skene, situées sur l'urètre."
168,0,"Retrouvez la bonne orthographe :","Voilà, vous savez maintenant l'écrire, à vous de bien le mettre en œuvre!"
169,0,"Laquelle de ces villes françaises existe vraiment ?","Montcuq est une petite commune de plus de 1 000 habitants située dans la région Midi-Pyrénées. Les habitants sont les Montcuquois et les Montcuquoises."
170,0,"Que signifie le mot 'blow job' en français ?","Pour votre information, un cunnilingus se dit cunnilingus tout simplement, et un orgasme s'écrit en anglais : orgasm, sans le e."
171,0,"S'embrasser pendant 1 minute permet de brûler des calories autant que...","Bon sport à toutes et à tous ! "
172,0,"Comment dit-on un 'préservatif' en espagnol ?","Voilà, au moins si vous vous rendez en Espagne et que vous avez besoin de vous protéger, vous connaîtrez le mot magique : Un condón por favor ! "
173,0,"Que désigne la klysmaphilie ?","La klysmaphilie est l’attirance sexuelle pour les lavements."
174,0,"Quel terme désigne l'excitation sexuelle à l'idée d'un vol ?","L’harpaxophilie désigne l’excitation sexuelle à l’idée d’un vol."
175,0,"La pédiophile est l’attirance sexuelle pour :","La pédiophile est l’attirance sexuelle pour les poupées, les ours en peluche et autres jouets zoomorphes ou anthropomorphes."
176,0,"Difficilement réalisable, l'exobiophilie est l’attirance sexuelle pour :","L’exobiophilie est l’attirance sexuelle pour les extraterrestres et leurs représentations."
177,0,"Les femmes enceintes sont l’objet d’attirance sexuelle pour :","Les femmes enceintes sont l’objet d’attirance sexuelle pour les maïeusophiles."
178,0,"L'attirance sexuelle pour les pubis rasés se nomme :","L’attirance sexuelle pour les pubis rasés se nomme l’acomoclitisme."
179,0,"L’acrotomophilie est l'excitation par l'idée d'avoir des relations sexuelles avec :","L’acrotomophilie est l’excitation par l’idée d’avoir des relations sexuelles avec une personne amputée."
180,0,"Les statues sont l'objet d'attirance sexuelle pour :","Les statues ne laissent pas de marbre les pygmalionistes."
181,0,"Le fétichisme du pied se nomme :","Le fétichisme du pied se nomme la podophilie."
182,0,"La trichophilie est l’attirance sexuelle pour :","La trichophilie est l’attirance sexuelle pour les poils et les cheveux."
